S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
19,"Mon, 12 Oct 2020 15:00:00 +0100",Lukaku,"10,000+",Report reveals how Romelu Lukaku convinced two players to quit ...,https://www.teamtalk.com/news/romelu-lukaku-man-utd-exit-advice
20,"Sun, 11 Oct 2020 17:00:00 +0100",Boris Johnson,"1,000,000+",Liverpool at &#39;very high&#39; level in Covid tier system,https://www.bbc.co.uk/news/uk-54514079
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Tue, 13 Oct 2020 11:00:00 +0100",iPhone 12,"200,000+",iPhone 12: Apple makes jump to 5G,https://www.bbc.co.uk/news/technology-54510361
2,"Tue, 13 Oct 2020 17:00:00 +0100",Ronaldo,"50,000+","Cristiano Ronaldo tests positive for coronavirus, Portugal confirm",https://www.theguardian.com/football/2020/oct/13/cristiano-ronaldo-tests-positive-for-coronavirus-portugal-confirm
3,"Tue, 13 Oct 2020 13:00:00 +0100",Lynda Bellingham,"20,000+",Lynda Bellingham&#39;s son says mother would be &#39;glad&#39; he&#39;s working as ...,https://www.dailymail.co.uk/femail/article-8834849/Lynda-Bellinghams-son-says-mother-glad-hes-working-butler-Savoy.html
4,"Tue, 13 Oct 2020 13:00:00 +0100",Colin Farrell,"20,000+",Colin Farrell looks unrecognisable as he steps into character on ...,https://www.mirror.co.uk/3am/celebrity-news/colin-farrell-looks-unrecognisable-steps-22836610
5,"Tue, 13 Oct 2020 12:00:00 +0100",St Thomas' Hospital,"20,000+",Police called to security incident at St Thomas&#39; hospital in London,https://www.theguardian.com/uk-news/2020/oct/13/police-called-to-security-incident-at-st-thomas-hospital-in-london-westminster-bridge
6,"Tue, 13 Oct 2020 00:00:00 +0100",Zara McDermott,"20,000+",Everything that has gone down in Zara McDermott and Sam ...,https://thetab.com/uk/2020/10/13/zara-mcdermott-sam-thompson-breakup-relationship-timeline-178371
7,"Tue, 13 Oct 2020 13:00:00 +0100",Mike Tyson,"10,000+","Mike Tyson in superb shape, Roy Jones Jr. releases scary training ...",https://metro.co.uk/2020/10/13/mike-tyson-looks-in-superb-shape-as-roy-jones-jr-shows-off-scary-speed-one-month-out-from-fight-13412862/
8,"Tue, 13 Oct 2020 11:00:00 +0100",London Palladium,"10,000+",Theatre safety in the spotlight at London Palladium,https://www.bbc.co.uk/news/entertainment-arts-54521741
9,"Tue, 13 Oct 2020 04:00:00 +0100",Lockdown update,"10,000+",Keir Starmer calls for three week &#39;circuit break&#39; lockdown as UK ...,https://www.independent.co.uk/news/health/coronavirus-news-live-uk-lockdown-update-boris-johnson-covid-rules-b1008808.html
10,"Tue, 13 Oct 2020 16:00:00 +0100",John Bishop,"10,000+",ITV viewers call John Bishop&#39;s Whale Rescue &#39;too emotional to ...,https://www.entertainmentdaily.co.uk/tv/john-bishops-great-whale-rescue-viewers-in-tears/
11,"Mon, 12 Oct 2020 17:00:00 +0100",What tier is my area,"500,000+",Coronavirus: Which tier is my area - and what are the new rules of ...,https://news.sky.com/story/how-does-the-three-tier-covid-local-lockdown-system-work-12102497
12,"Mon, 12 Oct 2020 13:00:00 +0100",Amazon Prime,"500,000+",Here Are All The Best Amazon Prime Day Pet Deals,https://www.buzzfeed.com/melanie_aman/best-amazon-prime-day-2020-deals-pet
13,"Mon, 12 Oct 2020 09:00:00 +0100",Tom Parker,"200,000+",The Wanted&#39;s Tom Parker &#39;overwhelmed&#39; by support after tumour ...,https://www.bbc.co.uk/news/entertainment-arts-54522945
14,"Mon, 12 Oct 2020 14:00:00 +0100",Dominic West,"200,000+",Dominic West becomes a viral meme after THAT smug photo kissing ...,https://www.dailymail.co.uk/tvshowbiz/article-8835239/Dominic-West-viral-meme-smug-photo-kissing-wife-Lily-James-drama.html
15,"Mon, 12 Oct 2020 18:00:00 +0100",GOV.UK,"200,000+",New hotline launched to report COVID fraudsters,https://www.gov.uk/government/news/new-hotline-launched-to-report-covid-fraudsters
16,"Mon, 12 Oct 2020 17:00:00 +0100",Coronavirus update,"100,000+",Keir Starmer calls for three week &#39;circuit break&#39; lockdown as UK ...,https://www.independent.co.uk/news/health/coronavirus-news-live-uk-lockdown-update-boris-johnson-covid-rules-b1008808.html
17,"Mon, 12 Oct 2020 09:00:00 +0100",LeBron James,"100,000+",Trump mocks LeBron James and Lakers for &#39;zero interest&#39; in NBA ...,https://www.dailymail.co.uk/news/article-8832897/Trump-mocks-LeBron-James-Lakers-zero-NBA-Finals-ratings-crashed-70.html
18,"Mon, 12 Oct 2020 22:00:00 +0100",Jodie Whittaker,"100,000+","Who Do You Think You Are?, review: Jodie Whittaker&#39;s charisma ...",https://inews.co.uk/culture/television/who-do-you-think-you-are-review-jodie-whittaker-charisma-doctor-who-713376
19,"Mon, 12 Oct 2020 14:00:00 +0100",Rethink. Reskill. Reboot,"100,000+",Rethink. Reskill. Reboot: Why the Government retraining campaign ...,https://inews.co.uk/news/uk/rethink-rekill-reboot-government-rertaining-campaign-advert-2019-quiz-backlash-pulled-714159
20,"Mon, 12 Oct 2020 14:00:00 +0100",Nottingham lockdown,"100,000+",Nottingham Tier 2 lockdown: The 18 reasons someone can come ...,https://www.nottinghampost.com/news/nottingham-news/18-reasons-someone-can-come-4601369
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Wed, 14 Oct 2020 01:00:00 +0100",Claudia Jones,"2,000,000+",Claudia Jones: Google dedicates doodle to Trinidad-born activist ...,https://www.devdiscourse.com/article/other/1250527-claudia-jones-google-dedicates-doodle-to-trinidad-born-activist-feminist-journalist
2,"Wed, 14 Oct 2020 10:00:00 +0100",Cardi B,"100,000+",Cardi B fans support star after accidental nude leak with #BoobsOut,https://metro.co.uk/2020/10/14/cardi-b-fans-support-star-after-accidental-nude-leak-with-boobsout-trend-13418741/
3,"Wed, 14 Oct 2020 10:00:00 +0100",NI news,"50,000+",Schools to close and tight new hospitality rules in Northern Ireland,https://www.bbc.co.uk/news/uk-northern-ireland-54533643
4,"Wed, 14 Oct 2020 08:00:00 +0100",Sainsbury's toy sale,"50,000+","Sainsbury&#39;s launch half-price Christmas toy sale with LEGO, Disney ...",https://www.hertfordshiremercury.co.uk/news/hertfordshire-news/sainsburys-half-price-christmas-sale-4604596
5,"Wed, 14 Oct 2020 17:00:00 +0100",England Football,"50,000+",New Zealand scrap England football friendly over coronavirus ...,https://sports.yahoo.com/zealand-scrap-england-football-friendly-083455300.html
6,"Wed, 14 Oct 2020 11:00:00 +0100",Circuit-breaker lockdown,"20,000+",Hawks v doves: how &#39;circuit-breaker&#39; Covid lockdown has split ...,https://www.theguardian.com/world/2020/oct/14/hawks-v-doves-how-circuit-breaker-covid-lockdown-has-split-westminster
7,"Wed, 14 Oct 2020 02:00:00 +0100",Eddie Nketiah,"20,000+",7 remarkable Eddie Nketiah stats after breaking Shearer&#39;s England ...,https://www.planetfootball.com/quick-reads/7-remarkable-eddie-nketiah-stats-after-breaking-shearers-england-u21s-record/
8,"Wed, 14 Oct 2020 09:00:00 +0100",Dominic West Lily James,"20,000+",Dominic West and wife Catherine Fitzgerald &#39;flee the UK for their 800 ...,https://www.thesun.co.uk/tvandshowbiz/12926003/lily-james-phoned-dominic-west-wife-innocent/
9,"Wed, 14 Oct 2020 14:00:00 +0100",Cliff Richard,"20,000+","How I learnt to love Cliff Richard, Britain&#39;s uncoolest star",https://www.telegraph.co.uk/music/artists/learnt-love-cliff-richard-britains-uncoolest-star2/
10,"Wed, 14 Oct 2020 15:00:00 +0100",Dolly alderton,"10,000+",Why Dolly Alderton doesn&#39;t write about her relationships anymore,https://www.cosmopolitan.com/uk/love-sex/relationships/a34367753/dolly-alderton-relationships/
11,"Wed, 14 Oct 2020 15:00:00 +0100",Brownie recipe,"10,000+",Pumpkin spiced brownies recipe: How to make pumpkin spice ...,https://www.express.co.uk/life-style/food/1347725/Pumpkin-spiced-brownies-recipe-How-to-make-pumpkin-spice-brownies-evg
12,"Wed, 14 Oct 2020 17:00:00 +0100",Veterans railcard,"10,000+",New Veterans Railcard launched,https://www.gov.uk/government/news/new-veterans-railcard-launched
13,"Tue, 13 Oct 2020 11:00:00 +0100",iPhone 12,"2,000,000+",Apple&#39;s iPhone 12 Mini could mark end of giant smartphone era,https://www.theguardian.com/technology/2020/oct/14/apples-iphone-12-mini-could-mark-the-end-of-the-giant-smartphone-era
14,"Tue, 13 Oct 2020 22:00:00 +0100",Conchata Ferrell,"100,000+",Conchata Ferrell: Two and a Half Men actress dies aged 77,https://www.bbc.co.uk/news/entertainment-arts-54535817
15,"Tue, 13 Oct 2020 17:00:00 +0100",Ronaldo,"50,000+","Cristiano Ronaldo tests positive for coronavirus, leaves Portugal ...",https://www.espn.com/soccer/portugal-por/story/4207168/cristiano-ronaldo-tests-positive-for-coronavirusleaves-portugal-squad
16,"Tue, 13 Oct 2020 20:00:00 +0100",Billie Eilish,"50,000+",Billie Eilish calls to &#39;normalise real bodies&#39; after rocking tank top,https://metro.co.uk/2020/10/14/billie-eilish-calls-to-normalise-real-bodies-after-being-pictured-in-tank-top-rather-than-her-usual-baggy-attire-13420530/
17,"Tue, 13 Oct 2020 20:00:00 +0100",Elton John,"20,000+",Sir Elton John and ex-wife Renate Blauel resolve legal dispute,https://www.bbc.co.uk/news/entertainment-arts-54544607
18,"Tue, 13 Oct 2020 00:00:00 +0100",Zara McDermott,"20,000+",Zara McDermott has posted ANOTHER begging message to Sam ...,https://thetab.com/uk/2020/10/14/zara-mcdermott-another-message-sam-thompson-instagram-178594
19,"Tue, 13 Oct 2020 13:00:00 +0100",Colin Farrell,"20,000+",&#39;The Batman&#39;: Colin Farrell Is Unrecognizable in His Penguin Makeup,https://www.cheatsheet.com/entertainment/the-batman-colin-farrell-is-unrecognizable-in-his-penguin-makeup.html/
20,"Tue, 13 Oct 2020 13:00:00 +0100",Lynda Bellingham,"20,000+",Lynda Bellingham&#39;s son Michael says late mum would be &#39;proud&#39; he ...,https://www.entertainmentdaily.co.uk/news/lynda-bellingham-son-michael-says-mum-would-be-proud-he-works-as-a-butler-at-the-savoy/
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Thu, 15 Oct 2020 13:00:00 +0100",Elmbridge,"20,000+",Elmbridge to move into &#39;Tier 2&#39; lockdown as Covid cases rise,https://www.surreycomet.co.uk/news/18797513.elmbridge-move-tier-2-lockdown-covid-cases-rise/
2,"Thu, 15 Oct 2020 14:00:00 +0100",Support bubble,"20,000+",Manchester rejects Tier 3 lockdown as Andy Burnham blasts No10 ...,https://www.thesun.co.uk/news/politics/11831076/what-is-support-bubbles-meaning/
3,"Thu, 15 Oct 2020 12:00:00 +0100",Manchester Tier 3,"20,000+",Covid alert level: Greater Manchester &#39;fighting back&#39; against Tier 3,https://www.bbc.co.uk/news/uk-54557823
4,"Thu, 15 Oct 2020 16:00:00 +0100",Shay Shariatzadeh,"20,000+",Gogglebox and Celebs Go Dating star Amy Tapper looks slimmer ...,https://www.thesun.co.uk/tvandshowbiz/12935941/who-is-john-cena-wife-shay-shariatzadeh/
5,"Thu, 15 Oct 2020 07:00:00 +0100",Hunter Biden,"20,000+","The problems with Facebook, Twitter, and the New York Post&#39;s ...",https://www.theverge.com/2020/10/15/21516729/facebook-twitter-new-york-post-hunter-biden-emails-laptop-story-social-media-moderation-problems
6,"Thu, 15 Oct 2020 07:00:00 +0100",Portugal vs Sweden,"10,000+",Cristiano Ronaldo broke anti-coronavirus protocol by flying from ...,https://www.thesun.co.uk/sport/football/12921128/portugal-sweden-live-stream-tv-channel-time-team-news-cristiano-ronaldo-nations-league/
7,"Thu, 15 Oct 2020 17:00:00 +0100",Kelly Osbourne,"10,000+",Chris Brown fans go wild after he&#39;s spotted spray painting a wall and ...,https://www.thesun.co.uk/tvandshowbiz/12935654/kelly-osbourne-weight-griffin-johnson/
8,"Wed, 14 Oct 2020 01:00:00 +0100",Claudia Jones,"2,000,000+",Google Doodle celebrates life of prominent anti-racism campaigner ...,https://9to5google.com/2020/10/14/claudia-jones/
9,"Wed, 14 Oct 2020 21:00:00 +0100",Tier 2' lockdown,"1,000,000+",London lockdown: Tier 2 restrictions the &#39;death knell&#39; for hospitality ...,https://www.cityam.com/london-lockdown-tier-2-restrictions-the-death-knell-for-hospitality-sector/
10,"Wed, 14 Oct 2020 17:00:00 +0100",England vs Denmark,"500,000+",England 0-1 Denmark highlights,https://www.skysports.com/football/england-vs-denmark/live/423976
11,"Wed, 14 Oct 2020 10:00:00 +0100",Cardi B,"200,000+",Cardi B says she was with Offset when she leaked her own nudes,https://www.cosmopolitan.com/uk/entertainment/a34379707/cardi-b-offset-leaked-own-nude-reason/
12,"Wed, 14 Oct 2020 11:00:00 +0100",England,"100,000+",Covid-19: Talks continue over new restrictions for parts of England,https://www.bbc.co.uk/news/uk-54548522
13,"Wed, 14 Oct 2020 08:00:00 +0100",Sainsbury's toy sale,"50,000+",Sainsbury&#39;s huge half price Christmas toy sale starts today,https://www.eadt.co.uk/news/sainsbury-s-christmas-toy-sale-starts-in-suffolk-today-1-6882739
14,"Wed, 14 Oct 2020 20:00:00 +0100",Scotland vs Czech Republic,"50,000+",Scots go eight unbeaten with Czech win,https://www.bbc.co.uk/sport/football/54424702
15,"Wed, 14 Oct 2020 11:00:00 +0100",Northern Ireland,"50,000+",Northern Irish F gas users urged to prepare for change ahead of 1 ...,https://www.gov.uk/government/news/northern-irish-f-gas-users-urged-to-prepare-for-change-ahead-of-1-january-2021
16,"Wed, 14 Oct 2020 23:00:00 +0100",Barron Trump,"50,000+","As Barron Trump tests positive, what&#39;s the truth about how Covid ...",https://www.telegraph.co.uk/health-fitness/body/barron-trump-tests-positive-truth-covid-impacts-teens/
17,"Wed, 14 Oct 2020 23:00:00 +0100",Dexter,"50,000+",Back from the dead: can Dexter finally get the ending it deserved?,https://www.theguardian.com/tv-and-radio/2020/oct/15/dexter-back-ending
18,"Wed, 14 Oct 2020 22:00:00 +0100",Hugh Grant,"20,000+",Hugh Grant and Donald Sutherland Enjoy a Perfectly Dreadflul ...,https://www.interviewmagazine.com/film/hugh-grant-and-donald-sutherland-enjoy-a-perfectly-dreadflul-conversation
19,"Wed, 14 Oct 2020 22:00:00 +0100",Orpington bus crash,"20,000+",Ambulance: Mother and daughter paramedic team recall night of ...,https://www.standard.co.uk/news/london/ambulance-bbc1-orpington-bus-crash-a4570596.html
20,"Wed, 14 Oct 2020 20:00:00 +0100",Phillip Schofield,"20,000+",Phillip Schofield finally reveals truth of Holly Willoughby &#39;feud&#39; rumours,https://www.chroniclelive.co.uk/news/tv/phillip-schofield-holly-willoughby-feud-19108138
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Fri, 16 Oct 2020 06:00:00 +0100",Events,"50,000+",US election: Trump and Biden deflect key questions in TV grilling,https://www.bbc.co.uk/news/election-us-2020-54551058
2,"Fri, 16 Oct 2020 08:00:00 +0100",Dustin Diamond Screech Saved By The Bell,"50,000+",Piers Morgan poised to replace his enemy David Walliams on ...,https://www.thesun.co.uk/tvandshowbiz/12942143/dustin-diamond-saved-by-the-bell-dead-hoax/
3,"Fri, 16 Oct 2020 17:00:00 +0100",Benrahma,"20,000+",Said Benrahma to West Ham transfer under threat as Brentford ...,https://talksport.com/football/774575/said-benrahma-to-west-ham-transfer-failed-medical/
4,"Fri, 16 Oct 2020 18:00:00 +0100",Wizard of Oz!,"20,000+",Wizard of Oz set for Exeter Corn Exchange,https://news.exeter.gov.uk/wizard-of-oz-set-for-exeter-corn-exchange/
5,"Fri, 16 Oct 2020 07:00:00 +0100",Sinead O'Connor,"20,000+",Sinead O&#39;Connor appeals to fans for help buying food amid ...,https://www.irishpost.com/news/sinead-oconnor-appeals-to-fans-for-help-buying-food-amid-paralysing-agoraphobia-battle-195442
6,"Fri, 16 Oct 2020 12:00:00 +0100",Victoria Wood,"10,000+",Victoria Wood kept her first cancer battle secret for years,https://metro.co.uk/2020/10/16/victoria-wood-kept-her-first-cancer-battle-secret-for-years-13434032/
7,"Fri, 16 Oct 2020 13:00:00 +0100",Julie Andrews,"10,000+",This Morning viewers stunned by Julie Andrews&#39; age as they praise ...,https://www.entertainmentdaily.co.uk/tv/this-morning-viewers-stunned-by-julie-andrews-age-as-they-praise-alison-hammond-for-interview/
8,"Fri, 16 Oct 2020 19:00:00 +0100",Joe Rodon,"10,000+",Joe Rodon: Tottenham complete signing of Swansea defender,https://www.skysports.com/football/news/11095/12105839/joe-rodon-tottenham-complete-signing-of-swansea-defender
9,"Fri, 16 Oct 2020 19:00:00 +0100",Fantasy Premier League,"10,000+","Fantasy Premier League tips | Gameweek 5 transfers, Kevin De ...",https://www.radiotimes.com/news/sport/2020-10-16/fantasy-premier-league-tips-transfers-injury-news/
10,"Fri, 16 Oct 2020 10:00:00 +0100",Gov.uk COVID,"10,000+",Local COVID alert level update for Lancashire,https://www.gov.uk/government/news/local-covid-alert-level-update-for-lancashire
11,"Fri, 16 Oct 2020 19:00:00 +0100",Harry Wilson,"10,000+",Harry Wilson completes season-long loan move to Cardiff Ciy,https://clwbpeldroed.org/2020/10/16/harry-wilson-season-long-loan-cardiff-city/
12,"Thu, 15 Oct 2020 09:00:00 +0100",Tier 2 lockdown,"1,000,000+",Manchester latest local lockdown rules: currently in Tier 2,https://www.telegraph.co.uk/news/0/manchester-latest-local-lockdown-rules-currently-tier-2/
13,"Thu, 15 Oct 2020 13:00:00 +0100",Elmbridge,"50,000+",Tier 2 lockdown: Where is Elmbridge and is Surrey going into ...,https://metro.co.uk/2020/10/16/where-elmbridge-which-parts-surrey-tier-2-lockdown-coronavirus-uk-13433270/
14,"Thu, 15 Oct 2020 23:00:00 +0100",Twitter down,"50,000+",Twitter down: social media platform suffers global outage with users ...,https://www.theguardian.com/world/2020/oct/16/twitter-outage-social-media-platform-goes-down-across-the-world
15,"Thu, 15 Oct 2020 20:00:00 +0100",Taskmaster,"50,000+",13 questions you&#39;ve always had about Taskmaster – answered,https://www.radiotimes.com/news/tv/2020-10-16/9-questions-youve-always-had-about-taskmaster-answered/
16,"Thu, 15 Oct 2020 16:00:00 +0100",Shay Shariatzadeh,"20,000+",Amanda Holden goes topless to film her mammogram after saying ...,https://www.thesun.co.uk/tvandshowbiz/12935941/who-is-john-cena-wife-shay-shariatzadeh/
17,"Thu, 15 Oct 2020 07:00:00 +0100",Hunter Biden,"20,000+",Hunter Biden: What was he doing in Ukraine and China?,https://www.bbc.co.uk/news/world-54553132
18,"Thu, 15 Oct 2020 18:00:00 +0100",Erewash,"20,000+",Erewash residents fear &#39;devastating&#39; Tier 2 restrictions,https://www.derbytelegraph.co.uk/news/local-news/erewash-residents-fear-devastating-tier-4609469
19,"Thu, 15 Oct 2020 19:00:00 +0100",Prince Philip,"20,000+",Prince Philip&#39;s &#39;intimate&#39; relationship before Queen wedding ...,https://www.express.co.uk/news/royal/1348450/prince-philip-queen-elizabeth-II-wedding-anniversary-daphne-du-maurier-royal-family-ont
20,"Thu, 15 Oct 2020 20:00:00 +0100",John Grisham,"20,000+",Bob Dylan and George Clooney working on John Grisham ...,https://www.nme.com/news/film/bob-dylan-and-george-clooney-working-on-john-grisham-adaptation-together-2787543
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Sat, 17 Oct 2020 12:00:00 +0100",Celtic vs Rangers,"200,000+",Celtic 0-2 Rangers reaction,https://www.skysports.com/football/celtic-vs-rangers/live/425625
2,"Sat, 17 Oct 2020 14:00:00 +0100",Chelsea vs Southampton,"200,000+",Team news: Chelsea vs Southampton | Official Site | Chelsea ...,https://www.chelseafc.com/en/news/2020/10/17/team-news--chelsea-vs-southampton
3,"Sat, 17 Oct 2020 11:00:00 +0100",Celtic v Rangers,"200,000+",Celtic 0-2 Rangers reaction,https://www.skysports.com/football/celtic-vs-rangers/live/425625
4,"Sat, 17 Oct 2020 15:00:00 +0100",Arsenal,"100,000+","What channel is Man City v Arsenal on? Kick off time, live stream ...",https://www.radiotimes.com/news/sport/2020-10-17/man-city-arsenal-watch-live-kick-off-time-tv-channel-2020-21/
5,"Sat, 17 Oct 2020 14:00:00 +0100",Football scores,"100,000+","College football scores, NCAA top 25 rankings, schedule, games ...",https://www.cbssports.com/college-football/news/college-football-scores-ncaa-top-25-rankings-schedule-games-today-clemson-auburn-tennessee-in-action/live/
6,"Sat, 17 Oct 2020 12:00:00 +0100",Liverpool FC,"100,000+",Mohamed Salah joins Liverpool&#39;s 100-goal club,https://www.liverpoolfc.com/news/first-team/411992-mohamed-salah-joins-liverpool-s-100-goal-club
7,"Sat, 17 Oct 2020 16:00:00 +0100",Sports,"100,000+",College sports cuts in the wake of Covid-19 are clouding the future ...,https://www.nbcnews.com/news/sports/college-sports-cuts-wake-covid-19-are-clouding-future-certain-n1243803
8,"Sat, 17 Oct 2020 11:00:00 +0100",Jacinda Ardern,"50,000+",New Zealand election: Jacinda Ardern&#39;s Labour Party scores ...,https://www.bbc.co.uk/news/world-asia-54519628
9,"Sat, 17 Oct 2020 14:00:00 +0100",Jennifer Arcuri Boris Johnson,"20,000+",Jennifer Arcuri &#39;admits to affair with Boris Johnson&#39; while he was ...,https://inews.co.uk/news/jennifer-arcuri-boris-johnson-affair-728780
10,"Sat, 17 Oct 2020 17:00:00 +0100",Newcastle United,"20,000+",Manchester United fans all say the same thing about Newcastle ...,https://www.chroniclelive.co.uk/sport/football/football-news/newcastle-united-manchester-united-fixture-19121262
11,"Sat, 17 Oct 2020 12:00:00 +0100",Liverpool FIXTURES,"20,000+",Klopp&#39;s update on Virgil van Dijk and Thiago Alcantara injuries,https://www.liverpoolfc.com/news/first-team/412430-virgil-van-dijk-thiago-alcantara-injury-update-jurgen-klopp
12,"Sat, 17 Oct 2020 16:00:00 +0100",Exeter Chiefs,"20,000+",How to watch Exeter Chiefs v Racing 92 live on TV in the European ...,https://www.devonlive.com/sport/rugby/rugby-news/exeter-chiefs-racing-92-tv-4616223
13,"Sat, 17 Oct 2020 16:00:00 +0100",Nottingham Forest,"20,000+",Team news: Rovers v Nottingham Forest,https://www.rovers.co.uk/news/2020/october/team-news-rovers-v-nottingham-forest/
14,"Sat, 17 Oct 2020 15:00:00 +0100",Banksy,"20,000+",Banksy claims Nottingham hula-hooping girl artwork,https://www.bbc.co.uk/news/uk-england-nottinghamshire-54582846
15,"Sat, 17 Oct 2020 17:00:00 +0100",Sky Sports Football,"20,000+",Everton 2-2 Liverpool highlights and commentary,https://www.skysports.com/football/everton-vs-liverpool/live/428879
16,"Sat, 17 Oct 2020 10:00:00 +0100",Linda Evangelista,"20,000+",Linda Evangelista praises &#39;courage&#39; of women accusing her ex ...,https://www.dailymail.co.uk/news/article-8850149/Linda-Evangelista-praises-courage-women-accusing-ex-husband-rape-misconduct.html
17,"Sat, 17 Oct 2020 00:00:00 +0100",PSG,"20,000+","Neymar will be ready to face Manchester United, insists PSG boss ...",https://www.goal.com/en/news/neymar-ready-man-utd-clash-rest-thomas-tuchel/16ispubxk85971tnillpb12zkb
18,"Sat, 17 Oct 2020 13:00:00 +0100",David Tennant,"10,000+",David Tennant makes shock revelation about &#39;unlikely&#39; marriage to ...,https://www.hellomagazine.com/celebrities/2020101799229/david-tennant-revelation-unlikely-marriage-doctor-who-georgia/
19,"Sat, 17 Oct 2020 16:00:00 +0100",Lomachenko vs Lopez,"10,000+","Man City vs Arsenal LIVE: Stream, TV channel, score - Sterling puts ...",https://www.thesun.co.uk/sport/boxing/12918902/lomachenko-lopez-uk-start-time-live-stream-tv-channel-undercard/
